timestamp,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1678311941.98000002,320151000,0.0,0.0,0.5,0.5,0.0,-0.23329226672649384,-0.3437284827232361,0.0,9.89,0.0,0,-6
1678311942.07999992,320251000,0.0,0.0,0.5,0.5,0.0,-0.23111189901828766,-0.13432398438453674,0.0,9.88,0.0,0,-5
1678311942.18000007,320351000,0.0,0.0,0.5,0.5,0.0,-0.22867393493652344,-0.07079161703586578,0.0,9.89,0.0,0,-5
1678311942.27999997,320451000,0.0,0.0,0.5,0.5,0.0,-0.2199714481830597,-0.10348254442214966,0.0,9.88,0.0,0,-3
1678311942.38000011,320551000,0.0,0.0,0.5,0.5,0.0,-0.20740880072116852,-0.2760271728038788,0.0,9.89,0.0,0,-2
1678311942.48000002,320651000,0.0,0.0,0.5,0.5,0.0,-0.20072223246097565,-0.346587210893631,0.0,9.88,0.0,0,-1
1678311942.57999992,320751000,0.0,0.0,0.5,0.5,0.0,-0.2054058462381363,-0.38166654109954834,0.0,9.89,0.0,0,-3
1678311942.68000007,320851000,0.0,0.0,0.5,0.5,0.0,-0.22036269307136536,-0.03640943765640259,0.0,9.89,0.0,0,-4
1678311942.77999997,320951000,0.0,0.0,0.5,0.5,0.0,-0.22577662765979767,-0.28777623176574707,0.0,9.9,0.0,0,-4
1678311942.88000011,321051000,0.0,0.0,0.5,0.5,0.0,-0.23063646256923676,-0.09161870181560516,0.0,9.88,0.0,0,-3
1678311942.98000002,321151000,0.0,0.0,0.48750001192092896,0.5,0.0,-0.2291540652513504,-0.23716996610164642,0.0,9.88,0.0,0,-3
1678311943.07999992,321251000,0.0,0.0,0.4112499952316284,0.5,0.0,-0.23085761070251465,-0.300578773021698,0.0,9.88,0.0,0,-11
1678311943.18000007,321351000,0.0,0.0,0.3474999964237213,0.5,0.0,-0.2522784173488617,-0.10257812589406967,0.0,9.88,0.0,0,-32
1678311943.27999997,321451000,0.0,0.0,0.3375000059604645,0.5,0.0,-0.28960534930229187,-0.2007860392332077,0.0,9.84,0.0,0,-51
1678311943.38000011,321551000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.3384876847267151,-0.46230509877204895,0.0,9.78,0.0,0,-61
1678311943.48000002,321651000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.40330398082733154,-0.15712213516235352,0.0,9.72,0.0,0,-65
1678311943.57999992,321751000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.4633173942565918,-0.33456912636756897,0.0,9.65,0.0,0,-67
1678311943.68000007,321851000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.5192121863365173,-0.35437101125717163,0.0,9.59,0.0,0,-66
1678311943.77999997,321951000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.5715471506118774,-0.5146982669830322,0.0,9.53,0.0,0,-65
1678311943.88000011,322051000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.6254416108131409,-0.4382190704345703,0.0,9.44,0.0,0,-65
1678311943.98000002,322151000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.6755262017250061,-0.5131158232688904,0.0,9.38,0.0,0,-63
1678311944.07999992,322251000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.7218323945999146,-0.791796863079071,0.0,9.31,0.0,0,-62
1678311944.18000007,322351000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.7762040495872498,-0.9748628735542297,0.0,9.25,0.0,0,-61
1678311944.27999997,322451000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.8453072905540466,-0.8295292854309082,0.0,9.18,0.0,0,-62
1678311944.38000011,322551000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.9166398644447327,-1.157387614250183,0.0,9.11,0.0,0,-63
1678311944.48000002,322651000,0.0,0.0,0.33500000834465027,0.5,0.0,-0.9985796809196472,-1.1967438459396362,0.0,9.06,0.0,0,-64
1678311944.57999992,322751000,0.0,0.0,0.33375000953674316,0.5,0.0,-1.0899449586868286,-1.1928954124450684,0.0,8.99,0.0,0,-66
1678311944.68000007,322851000,0.0,0.0,0.33375000953674316,0.5,0.0,-1.1835438013076782,-1.0708330869674683,0.0,8.91,0.0,0,-68
1678311944.77999997,322951000,0.0,0.0,0.33375000953674316,0.5,0.0,-1.2678223848342896,-1.0653563737869263,0.0,8.86,0.0,0,-69
1678311944.88000011,323051000,0.0,0.0,0.33375000953674316,0.5,0.0,-1.3386166095733643,-1.2630987167358398,0.0,8.790000000000001,0.0,0,-69
1678311944.98000002,323151000,0.0,0.0,0.33375000953674316,0.5,0.0,-1.4046818017959595,-1.3264803886413574,0.0,8.72,0.0,0,-69
1678311945.07999992,323251000,0.0,0.0,0.33375000953674316,0.5,0.0,-1.4691309928894043,-1.5837345123291016,0.0,8.66,0.0,0,-68
1678311945.18000007,323351000,0.0,0.0,0.33375000953674316,0.5,0.0,-1.5414371490478516,-1.7040808200836182,0.0,8.58,0.0,0,-68
1678311945.27999997,323451000,0.0,0.0,0.33250001072883606,0.5,0.0,-1.6244251728057861,-1.5434646606445312,0.0,8.51,0.0,0,-70
1678311945.38000011,323551000,0.0,0.0,0.33250001072883606,0.5,0.0,-1.7046737670898438,-1.6886109113693237,0.0,8.44,0.0,0,-71
1678311945.48000002,323651000,0.0,0.0,0.33125001192092896,0.5,0.0,-1.7828218936920166,-1.848056435585022,0.0,8.370000000000001,0.0,0,-71
1678311945.57999992,323751000,0.0,0.0,0.33000001311302185,0.5,0.0,-1.8644769191741943,-1.92073655128479,0.0,8.32,0.0,0,-72
