timestamp,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1678489626.32003212,23331497,0.0,0.0,0.5,0.5,0.0,-0.18344131112098694,-0.11806242167949677,0.0,0.0,0.0,0,2
1678489626.41999221,23431457,0.0,0.0,0.5,0.5,0.0,-0.17633958160877228,-0.2185889631509781,0.0,0.0,0.0,0,3
1678489626.51995206,23531417,0.0,0.0,0.5,0.5,0.0,-0.17003586888313293,-0.24035315215587616,0.0,0.0,0.0,0,3
1678489626.61991215,23631377,0.0,0.0,0.5,0.5,0.0,-0.16754718124866486,-0.2588340938091278,0.0,0.0,0.0,0,3
1678489626.71987224,23731337,0.0,0.0,0.5,0.5,0.0,-0.16906701028347015,0.006600765511393547,0.0,0.0,0.0,0,3
1678489626.81983209,23831297,0.0,0.0,0.5,0.5,0.0,-0.16331736743450165,-0.020788824185729027,0.0,0.0,0.0,0,4
1678489626.91979218,23931257,0.0,0.0,0.5,0.5,0.0,-0.14795775711536407,-0.13026626408100128,0.0,0.0,0.0,0,5
1678489627.01975226,24031217,0.0,0.0,0.5,0.5,0.0,-0.13121885061264038,-0.39992427825927734,0.0,0.0,0.0,0,6
1678489627.11971211,24131177,0.0,0.0,0.5,0.5,0.0,-0.1271202564239502,-0.2201901376247406,0.0,0.0,0.0,0,6
1678489627.21967220,24231137,0.0,0.0,0.5,0.5,0.0,-0.13108570873737335,-0.046281490474939346,0.0,0.0,0.0,0,5
1678489627.31963205,24331097,0.0,0.0,0.5,0.5,0.0,-0.12999378144741058,-0.18319714069366455,0.0,0.0,0.0,0,5
1678489627.41959214,24431057,0.0,0.0,0.5,0.5,0.0,-0.12698504328727722,-0.18956433236598969,0.0,0.0,0.0,0,5
1678489627.51955223,24531017,0.0,0.0,0.5,0.5,0.0,-0.12592142820358276,-0.2576482892036438,0.0,0.0,0.0,0,5
1678489627.61951208,24630977,0.0,0.0,0.5,0.5,0.0,-0.1291668564081192,-0.012005341239273548,0.0,0.0,0.0,0,5
1678489627.71947217,24730937,0.0,0.0,0.5,0.5,0.0,-0.12727919220924377,-0.050501834601163864,0.0,0.0,0.0,0,5
1678489627.81943226,24830897,0.0,0.0,0.5,0.5,0.0,-0.11818355321884155,-0.3545711040496826,0.0,0.0,0.0,0,5
1678489627.91939211,24930857,0.0,0.0,0.5,0.5,0.0,-0.11696764081716537,-0.2793809771537781,0.0,0.0,0.0,0,5
1678489628.01935220,25030817,0.0,0.0,0.5,0.5,0.0,-0.1251184195280075,-0.2709805369377136,0.0,0.0,0.0,0,4
1678489628.11931205,25130777,0.0,0.0,0.5,0.5,0.0,-0.1378580778837204,-0.11366429924964905,0.0,0.0,0.0,0,3
1678489628.21927214,25230737,0.0,0.0,0.5,0.5,0.0,-0.14713124930858612,-0.28943759202957153,0.0,0.0,0.0,0,2
1678489628.31923223,25330697,0.0,0.0,0.5,0.5,0.0,-0.15710878372192383,-0.18095344305038452,0.0,0.0,0.0,0,1
1678489628.42002511,25431490,0.0,0.0,0.5,0.5,0.0,-0.1667642891407013,-0.2786902189254761,0.0,0.0,0.0,0,1
1678489628.51998520,25531450,0.0,0.0,0.5,0.5,0.0,-0.17742709815502167,-0.0899844542145729,0.0,0.0,0.0,0,0
1678489628.61994505,25631410,0.0,0.0,0.5,0.5,0.0,-0.18314595520496368,-0.07411710917949677,0.0,0.0,0.0,0,0
1678489628.71990514,25731370,0.0,0.0,0.5,0.5,0.0,-0.1805000603199005,-0.31284835934638977,0.0,0.0,0.0,0,0
1678489628.81986523,25831330,0.0,0.0,0.5,0.5,0.0,-0.1810200810432434,-0.046474408358335495,0.0,0.0,0.0,0,0
1678489628.91982508,25931290,0.0,0.0,0.5,0.5,0.0,-0.17853322625160217,-0.21913783252239227,0.0,0.0,0.0,0,0
1678489629.01978517,26031250,0.0,0.0,0.4724999964237213,0.5,0.0,-0.1751168817281723,-0.15395089983940125,0.0,0.0,0.0,0,1
1678489629.11974525,26131210,0.0,0.0,0.42375001311302185,0.5,0.0,-0.1725957989692688,-0.344818651676178,0.0,0.0,0.0,0,0
1678489629.21970510,26231170,0.0,0.0,0.35874998569488525,0.5,0.0,-0.17950677871704102,-0.34024831652641296,0.0,0.0,0.0,0,-5
1678489629.31966519,26331130,0.0,0.0,0.2775000035762787,0.5,0.0,-0.20414999127388,-0.32825973629951477,0.0,0.0,0.0,0,-19
1678489629.41962528,26431090,0.0,0.0,0.26124998927116394,0.5,0.0,-0.2490556687116623,-0.30732661485671997,0.0,0.0,0.0,0,-36
1678489629.51958513,26531050,0.0,0.0,0.25,0.5,0.0,-0.3093681335449219,-0.15759526193141937,0.0,0.0,0.0,0,-51
1678489629.61954522,26631010,0.0,0.0,0.25,0.5,0.0,-0.371594101190567,-0.4818646311759949,0.0,0.0,0.0,0,-58
1678489629.71950507,26730970,0.0,0.0,0.25,0.5,0.0,-0.4400723874568939,-0.520430862903595,0.0,0.0,0.0,0,-62
1678489629.81946516,26830930,0.0,0.0,0.25,0.5,0.0,-0.5158069729804993,-0.24872249364852905,0.0,0.0,0.0,0,-65
1678489629.91942525,26930890,0.0,0.0,0.25,0.5,0.0,-0.5827410817146301,-0.371964693069458,0.0,0.0,0.0,0,-65
1678489630.01938510,27030850,0.0,0.0,0.25,0.5,0.0,-0.6382498145103455,-0.7382389903068542,0.0,0.0,0.0,0,-65
1678489630.11934519,27130810,0.0,0.0,0.25,0.5,0.0,-0.6988605260848999,-0.818962037563324,0.0,0.0,0.0,0,-65
1678489630.21930528,27230770,0.0,0.0,0.25,0.5,0.0,-0.7703980207443237,-0.8117573857307434,0.0,0.0,0.0,0,-65
1678489630.31926513,27330730,0.0,0.0,0.25,0.5,0.0,-0.8470811247825623,-0.8717641830444336,0.0,0.0,0.0,0,-66
1678489630.41922522,27430690,0.0,0.0,0.25,0.5,0.0,-0.9252488017082214,-0.9342809319496155,0.0,0.0,0.0,0,-67
1678489630.52001810,27531483,0.0,0.0,0.25,0.5,0.0,-1.0043128728866577,-0.9544360041618347,0.0,0.0,0.0,0,-68
1678489630.61997819,27631443,0.0,0.0,0.25,0.5,0.0,-1.0806541442871094,-1.0037368535995483,0.0,0.0,0.0,0,-69
1678489630.71993828,27731403,0.0,0.0,0.25,0.5,0.0,-1.1533888578414917,-1.1878025531768799,0.0,0.0,0.0,0,-69
1678489630.81989813,27831363,0.0,0.0,0.25,0.5,0.0,-1.227558970451355,-1.2077749967575073,0.0,0.0,0.0,0,-70
1678489630.91985822,27931323,0.0,0.0,0.25,0.5,0.0,-1.303171157836914,-1.316611886024475,0.0,0.0,0.0,0,-70
1678489631.01981807,28031283,0.0,0.0,0.25,0.5,0.0,-1.3801381587982178,-1.2029942274093628,0.0,0.0,0.0,0,-71
1678489631.11977816,28131243,0.0,0.0,0.25,0.5,0.0,-1.4515012502670288,-1.1308597326278687,0.0,0.0,0.0,0,-71
1678489631.21973825,28231203,0.0,0.0,0.25,0.5,0.0,-1.5093297958374023,-1.4327905178070068,0.0,0.0,0.0,0,-70
1678489631.31969810,28331163,0.0,0.0,0.25,0.5,0.0,-1.564026117324829,-1.2453683614730835,0.0,0.0,0.0,0,-69
1678489631.41965818,28431123,0.0,0.0,0.25,0.5,0.0,-1.6114531755447388,-1.5605524778366089,0.0,0.0,0.0,0,-67
1678489631.51961827,28531083,0.0,0.0,0.25,0.5,0.0,-1.6596894264221191,-1.3953005075454712,0.0,0.0,0.0,0,-66
1678489631.61957812,28631043,0.0,0.0,0.25,0.5,0.0,-1.705046534538269,-1.453345775604248,0.0,0.0,0.0,0,-64
1678489631.71953821,28731003,0.0,0.0,0.25,0.5,0.0,-1.7438714504241943,-1.6134717464447021,0.0,0.0,0.0,0,-62
1678489631.81949806,28830963,0.0,0.0,0.25,0.5,0.0,-1.7804838418960571,-1.5520085096359253,0.0,0.0,0.0,0,-61
1678489631.91945815,28930923,0.0,0.0,0.25,0.5,0.0,-1.816770315170288,-1.70551335811615,0.0,0.0,0.0,0,-59
1678489632.01941824,29030883,0.0,0.0,0.25,0.5,0.0,-1.8543850183486938,-1.9151893854141235,0.0,0.0,0.0,0,-57
1678489632.11937809,29130843,0.0,0.0,0.25,0.5,0.0,-1.9018745422363281,-1.8491908311843872,0.0,0.0,0.0,0,-57
1678489632.21933818,29230803,0.0,0.0,0.25,0.5,0.0,-1.9531528949737549,-2.089780807495117,0.0,0.0,0.0,0,-56
1678489632.31929827,29330763,0.0,0.0,0.25,0.5,0.0,-2.013960123062134,-1.9580261707305908,0.0,0.0,0.0,0,-57
1678489632.41925812,29430723,0.0,0.0,0.25,0.5,0.0,-2.075178384780884,-2.1118850708007812,0.0,0.0,0.0,0,-57
1678489632.51921821,29530683,0.0,0.0,0.25,0.5,0.0,-2.138232469558716,-2.084287405014038,0.0,0.0,0.0,0,-58
1678489632.62001109,29631476,0.0,0.0,0.25,0.5,0.0,-2.2001893520355225,-2.00844669342041,0.0,0.0,0.0,0,-58
1678489632.71997118,29731436,0.0,0.0,0.25,0.5,0.0,-2.253031015396118,-2.1997015476226807,0.0,0.0,0.0,0,-57
1678489632.81993127,29831396,0.0,0.0,0.25,0.5,0.0,-2.3039138317108154,-2.392249345779419,0.0,0.0,0.0,0,-57
1678489632.91989112,29931356,0.0,0.0,0.25,0.5,0.0,-2.3606040477752686,-2.3384268283843994,0.0,0.0,0.0,0,-56
1678489633.01985121,30031316,0.0,0.0,0.25,0.5,0.0,-2.420027256011963,-2.6087265014648438,0.0,0.0,0.0,0,-57
1678489633.11981106,30131276,0.0,0.0,0.25,0.5,0.0,-2.487269639968872,-2.565814256668091,0.0,0.0,0.0,0,-57
1678489633.21977115,30231236,0.0,0.0,0.25,0.5,0.0,-2.5603184700012207,-2.487006187438965,0.0,0.0,0.0,0,-58
1678489633.31973124,30331196,0.0,0.0,0.25,0.5,0.0,-2.6294009685516357,-2.663635492324829,0.0,0.0,0.0,0,-59
1678489633.41969109,30431156,0.0,0.0,0.25,0.5,0.0,-2.696868896484375,-2.800983428955078,0.0,0.0,0.0,0,-60
1678489633.51965117,30531116,0.0,0.0,0.25,0.5,0.0,-2.7679049968719482,-2.740323305130005,0.0,0.0,0.0,0,-60
1678489633.61961126,30631076,0.0,0.0,0.25,0.5,0.0,-2.838914155960083,-2.7576422691345215,0.0,0.0,0.0,0,-61
1678489633.71957111,30731036,0.0,0.0,0.25,0.5,0.0,-2.904917001724243,-2.9442272186279297,0.0,0.0,0.0,0,-61
1678489633.81953120,30830996,0.0,0.0,0.25,0.5,0.0,-2.9711251258850098,-2.9602746963500977,0.0,0.0,0.0,0,-61
1678489633.91949105,30930956,0.0,0.0,0.25,0.5,0.0,-3.038755416870117,-2.8988444805145264,0.0,0.0,0.0,0,-62
1678489634.01945114,31030916,0.0,0.0,0.25,0.5,0.0,-3.1005966663360596,-2.9401679039001465,0.0,0.0,0.0,0,-62
1678489634.11941123,31130876,0.0,0.0,0.25,0.5,0.0,-3.155296802520752,-3.165398120880127,0.0,0.0,0.0,0,-61
1678489634.21937108,31230836,0.0,0.0,0.25,0.5,0.0,-3.2111222743988037,-3.337435722351074,0.0,0.0,0.0,0,-60
1678489634.31933117,31330796,0.0,0.0,0.25,0.5,0.0,-3.275808334350586,-3.1601040363311768,0.0,0.0,0.0,0,-61
1678489634.41929126,31430756,0.0,0.0,0.25,0.5,0.0,-3.3398115634918213,-3.3595969676971436,0.0,0.0,0.0,0,-61
1678489634.51925111,31530716,0.0,0.0,0.25,0.5,0.0,-3.4035143852233887,-3.515627861022949,0.0,0.0,0.0,0,-61
1678489634.62004423,31631509,0.0,0.0,0.25,0.5,0.0,-3.474038600921631,-3.4566028118133545,0.0,0.0,0.0,0,-62
1678489634.72000408,31731469,0.0,0.0,0.25,0.5,0.0,-3.545559883117676,-3.564871311187744,0.0,0.0,0.0,0,-63
