,TimeUS,timestamp,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt,terrain_cm,sub_cm,rf_cm,signal_quality
2517,158460757,1705603398.399976,0.5024974346160889,0.0,0.4928220212459564,0.5,-11.291975021362305,-11.293248176574709,-11.378164291381836,8.86,8.68,-20.108598709106445,-4,-6,-2000.0,-1128.9152692794798,875.0,100.0
2518,158499490,1705603398.399976,0.5024974346160889,0.0,0.4928220212459564,0.5,-11.291975021362305,-11.293248176574709,-11.378164291381836,8.86,8.68,-20.108598709106445,-4,-6,-2000.0,-1129.505216741562,874.0,100.0
2519,158560717,1705603398.499936,0.5220029950141907,0.0,0.5083321332931519,0.5,-11.29611587524414,-11.2977294921875,-11.391997337341309,8.86,8.76,-20.099910736083984,-3,-5,-2000.0,-1129.505216741562,874.0,100.0
2520,158600536,1705603398.499936,0.5220029950141907,0.0,0.5083321332931519,0.5,-11.29611587524414,-11.2977294921875,-11.391997337341309,8.86,8.76,-20.099910736083984,-3,-5,-2000.0,-1129.8588770389556,867.0,100.0
2521,158660677,1705603398.599896,0.5402956604957581,0.0,0.5255300998687744,0.5,-11.298992156982422,-11.301371574401855,-11.391361236572266,8.86,8.76,-20.097633361816406,-1,-4,-2000.0,-1129.8588770389556,867.0,100.0
2522,158760637,1705603398.699856,0.5477551221847534,0.0,0.5402156710624695,0.5,-11.300704002380373,-11.304073333740234,-11.397638320922852,8.86,8.75,-20.087764739990234,0,-3,-2000.0,-1129.8588770389556,867.0,100.0
2523,158800905,1705603398.699856,0.5477551221847534,0.0,0.5402156710624695,0.5,-11.300704002380373,-11.304073333740234,-11.397638320922852,8.86,8.75,-20.087764739990234,0,-3,-2000.0,-1130.3543580532073,861.0,100.0
2524,158860597,1705603398.799816,0.5469133257865906,0.0,0.545660138130188,0.5,-11.301313400268556,-11.305441856384276,-11.392311096191406,8.86,8.74,-20.08367919921875,1,-1,-2000.0,-1130.3543580532073,861.0,100.0
2525,158897803,1705603398.799816,0.5469133257865906,0.0,0.545660138130188,0.5,-11.301313400268556,-11.305441856384276,-11.392311096191406,8.86,8.74,-20.08367919921875,1,-1,-2000.0,-1130.4997058868407,868.0,100.0
2526,158960557,1705603398.899776,0.5414597392082214,0.0,0.5450612306594849,0.5,-11.300925254821776,-11.305070877075195,-11.39887809753418,8.86,8.74,-20.07794189453125,2,0,-2000.0,-1130.4997058868407,868.0,100.0
2527,158993063,1705603398.899776,0.5414597392082214,0.0,0.5450612306594849,0.5,-11.300925254821776,-11.305070877075195,-11.39887809753418,8.86,8.74,-20.07794189453125,2,0,-2000.0,-1130.3574053287505,863.0,100.0
2528,159001510,1705603398.899776,0.5414597392082214,0.0,0.5450612306594849,0.5,-11.300925254821776,-11.305070877075195,-11.39887809753418,8.86,8.74,-20.07794189453125,2,0,-2000.0,-1130.3447343959808,878.0,100.0
2529,159060517,1705603398.999736,0.5337244868278503,0.0,0.5394529700279236,0.5,-11.299612998962402,-11.303140640258787,-11.399133682250977,8.86,8.67,-20.06157493591309,2,1,-2000.0,-1130.3447343959808,878.0,100.0
